2018	408	408	408	408	408
2019	411.3864	410.448	408.7548	410.04	408.204
2020	414.8009071	412.910688	409.5109964	410.5238472	408.408102
2021	418.2437546	415.3881521	410.2685917	411.0082653	408.6123061
2022	421.7151778	417.880481	411.0275886	411.4932551	408.8166122
2023	425.2154138	420.3877639	411.7879897	411.9788171	409.0210205
2024	428.7447017	422.9100905	412.5497974	412.4649521	409.225531
2025	432.3032827	425.4475511	413.3130146	412.9516608	409.4301438
2026	435.8914	428.0002364	414.0776436	413.4389437	409.6348589
2027	439.5092986	430.5682378	414.8436873	413.9268017	409.8396763
2028	443.1572258	433.1516472	415.6111481	414.4152353	410.0445961
2029	446.8354308	435.7505571	416.3800287	414.9042453	410.2496184
2030	450.5441648	438.3650604	417.1503318	415.3938323	410.4547432
2031	454.2836814	440.9952508	417.9220599	415.883997	410.6599706
2032	458.054236	443.6412223	418.6952157	416.3747401	410.8653006
2033	461.8560861	446.3030696	419.4698019	416.8660623	411.0707332
2034	465.6894916	448.980888	420.245821	417.3579643	411.2762686
2035	469.5547144	451.6747734	421.0232758	417.8504467	411.4819067
2036	473.4520185	454.384822	421.8021688	418.3435102	411.6876477
2037	477.3816703	457.111131	422.5825028	418.8371556	411.8934915
2038	481.3439382	459.8537977	423.3642805	419.3313834	412.0994383
2039	485.3390929	462.6129205	424.1475044	419.8261944	412.305488
2040	489.3674073	465.388598	424.9321773	420.3215893	412.5116407
2041	493.4291568	468.1809296	425.7183018	420.8175688	412.7178965
2042	497.5246188	470.9900152	426.5058806	421.3141336	412.9242555
2043	501.6540731	473.8159553	427.2949165	421.8112842	413.1307176
2044	505.8178019	476.658851	428.0854121	422.3090215	413.337283
2045	510.0160897	479.5188041	428.8773701	422.8073462	413.5439516
2046	514.2492233	482.395917	429.6707933	423.3062589	413.7507236
2047	518.5174918	485.2902925	430.4656842	423.8057602	413.957599
2048	522.821187	488.2020342	431.2620458	424.305851	414.1645778
2049	527.1606028	491.1312464	432.0598805	424.8065319	414.37166
2050	531.5360358	494.0780339	432.8591913	425.3078037	414.5788459
2051	535.9477849	497.0425021	433.6599808	425.8096669	414.7861353
2052	540.3961516	500.0247571	434.4622518	426.3121223	414.9935284
2053	544.8814396	503.0249057	435.2660069	426.8151706	415.2010251
2054	549.4039556	506.0430551	436.0712491	427.3188125	415.4086256
2055	553.9640084	509.0793134	436.8779809	427.8230487	415.61633
2056	558.5619097	512.1337893	437.6862051	428.3278799	415.8241381
2057	563.1979735	515.206592	438.4959246	428.8333068	416.0320502
2058	567.8725167	518.2978316	439.3071421	429.3393301	416.2400662
2059	572.5858586	521.4076186	440.1198603	429.8459505	416.4481863
2060	577.3383212	524.5360643	440.934082	430.3531687	416.6564103
2061	582.1302293	527.6832807	441.7498101	430.8609854	416.8647386
2062	586.9619102	530.8493804	442.5670472	431.3694014	417.0731709
2063	591.833694	534.0344767	443.3857963	431.8784173	417.2817075
2064	596.7459137	537.2386835	444.20606	432.3880338	417.4903484
2065	601.6989048	540.4621156	445.0278412	432.8982517	417.6990935
2066	606.6930057	543.7048883	445.8511427	433.4090716	417.9079431
2067	611.7285576	546.9671176	446.6759673	433.9204944	418.1168971
2068	616.8059047	550.2489203	447.5023179	434.4325205	418.3259555
2069	621.9253937	553.5504139	448.3301972	434.9451509	418.5351185
2070	627.0873744	556.8717163	449.159608	435.4583862	418.744386
2071	632.2921996	560.2129466	449.9905533	435.9722271	418.9537582
2072	637.5402249	563.5742243	450.8230358	436.4866743	419.1632351
2073	642.8318088	566.9556697	451.6570584	437.0017286	419.3728167
2074	648.1673128	570.3574037	452.492624	437.5173906	419.5825031
2075	653.5471015	573.7795481	453.3297353	438.0336611	419.7922944
2076	658.9715424	577.2222254	454.1683954	438.5505409	420.0021905
2077	664.4410062	580.6855588	455.0086069	439.0680305	420.2121916
2078	669.9558666	584.1696721	455.8503728	439.5861308	420.4222977
2079	675.5165003	587.6746901	456.693696	440.1048424	420.6325089
2080	681.1232872	591.2007383	457.5385793	440.6241661	420.8428251
2081	686.7766105	594.7479427	458.3850257	441.1441026	421.0532465
2082	692.4768564	598.3164304	459.233038	441.6646527	421.2637732
2083	698.2244143	601.9063289	460.0826191	442.185817	421.4744051
2084	704.0196769	605.5177669	460.933772	442.7075962	421.6851423
2085	709.8630402	609.1508735	461.7864994	443.2299912	421.8959848
2086	715.7549035	612.8057788	462.6408045	443.7530026	422.1069328
2087	721.6956692	616.4826134	463.49669	444.2766311	422.3179863
2088	727.6857432	620.1815091	464.3541588	444.8008776	422.5291453
2089	733.7255349	623.9025982	465.213214	445.3257426	422.7404098
2090	739.8154568	627.6460138	466.0738585	445.851227	422.9517801
2091	745.9559251	631.4118898	466.9360951	446.3773314	423.1632559
2092	752.1473593	635.2003612	467.7999269	446.9040567	423.3748376
2093	758.3901824	639.0115633	468.6653568	447.4314035	423.586525
2094	764.6848209	642.8456327	469.5323877	447.9593725	423.7983183
2095	771.0317049	646.7027065	470.4010226	448.4879646	424.0102174
2096	777.4312681	650.5829228	471.2712645	449.0171804	424.2222225
2097	783.8839476	654.4864203	472.1431163	449.5470206	424.4343336
2098	790.3901843	658.4133388	473.0165811	450.0774861	424.6465508
2099	796.9504229	662.3638189	473.8916618	450.6085776	424.8588741
2100	803.5651114	666.3380018	474.7683613	451.1402957	425.0713035
